Water_flow,Temperature,DewPoint,Humidity,WindBearing,WindSpeed
[0.2797147385103011],[0.15954415954415954],[0.2933673469387755],[0.5306122448979591],[0.03888888888888889],[0.21428571428571427]
[0.37480190174326466],[0.14245014245014245],[0.3086734693877551],[0.5714285714285714],[0.036111111111111115],[0.20238095238095236]
[0.4286846275752773],[0.13105413105413105],[0.31632653061224486],[0.6020408163265306],[0.03888888888888889],[0.16666666666666666]
[0.16798732171156894],[0.09686609686609686],[0.3086734693877551],[0.6428571428571428],[0.9694444444444444],[0.16666666666666666]
[0.23375594294770208],[0.1111111111111111],[0.31632653061224486],[0.6326530612244897],[0.016666666666666666],[0.17857142857142855]
[0.24405705229793978],[0.07977207977207977],[0.3290816326530612],[0.7040816326530611],[0.8555555555555556],[0.13095238095238096]
[0.18462757527733756],[0.07692307692307693],[0.31632653061224486],[0.6938775510204082],[0.8611111111111112],[0.11904761904761904]
[0.2591125198098257],[0.05982905982905983],[0.30102040816326525],[0.6836734693877551],[0.8527777777777779],[0.15476190476190477]
[0.43026941362916005],[0.07407407407407408],[0.27806122448979587],[0.6224489795918366],[0.9305555555555556],[0.19047619047619047]
[0.6283676703645008],[0.1111111111111111],[0.2704081632653061],[0.5510204081632653],[0.9694444444444444],[0.16666666666666666]
[0.7670364500792393],[0.20227920227920226],[0.27806122448979587],[0.4591836734693877],[0.8388888888888889],[0.09523809523809523]
[0.7670364500792393],[0.3247863247863248],[0.3494897959183673],[0.4183673469387755],[0.25277777777777777],[0.20238095238095236]
[0.6885895404120445],[0.3532763532763533],[0.3596938775510204],[0.4081632653061224],[0.2],[0.20238095238095236]
[0.6259904912836767],[0.3561253561253561],[0.36734693877551017],[0.4081632653061224],[0.34444444444444444],[0.17857142857142855]
[0.5927099841521395],[0.3561253561253561],[0.4005102040816326],[0.44897959183673464],[0.3666666666666667],[0.19047619047619047]
[0.5681458003169573],[0.3361823361823362],[0.423469387755102],[0.49999999999999994],[0.3194444444444445],[0.2619047619047619]
[0.46275752773375595],[0.3190883190883191],[0.41326530612244894],[0.5102040816326531],[0.19722222222222224],[0.19047619047619047]
[0.4421553090332805],[0.28774928774928776],[0.4285714285714285],[0.5714285714285714],[0.20833333333333334],[0.2619047619047619]
[0.4334389857369256],[0.2678062678062678],[0.423469387755102],[0.5918367346938775],[0.2138888888888889],[0.16666666666666666]
[0.49445324881141045],[0.2706552706552707],[0.41326530612244894],[0.5714285714285714],[0.15555555555555556],[0.2976190476190476]
[0.5047543581616483],[0.2621082621082621],[0.41326530612244894],[0.5816326530612245],[0.125],[0.2619047619047619]
[0.49286846275752777],[0.2621082621082621],[0.3954081632653061],[0.5510204081632653],[0.11388888888888889],[0.23809523809523808]
[0.38589540412044376],[0.2535612535612536],[0.385204081632653],[0.5510204081632653],[0.030555555555555558],[0.11904761904761904]
[0.2963549920760698],[0.2621082621082621],[0.4183673469387755],[0.5918367346938775],[0.10277777777777779],[0.22619047619047616]
[0.25673534072900156],[0.2678062678062678],[0.423469387755102],[0.5918367346938775],[0.11666666666666667],[0.23809523809523808]
[0.16402535657686212],[0.23076923076923075],[0.46173469387755095],[0.7142857142857142],[0.09166666666666667],[0.22619047619047616]
[0.14817749603803487],[0.20227920227920226],[0.46173469387755095],[0.7653061224489796],[0.08333333333333334],[0.369047619047619]
[0.13391442155309033],[0.19373219373219372],[0.4821428571428571],[0.8265306122448979],[0.09166666666666667],[0.3571428571428571]
[0.1767036450079239],[0.18803418803418803],[0.4821428571428571],[0.836734693877551],[0.13611111111111113],[0.16666666666666666]
[nan],[0.18803418803418803],[0.4948979591836734],[0.8673469387755102],[0.011111111111111112],[0.16666666666666666]
[nan],[0.18233618233618235],[0.5025510204081632],[0.8979591836734693],[0.011111111111111112],[0.17857142857142855]
[nan],[0.18233618233618235],[0.49999999999999994],[0.8877551020408162],[0.0],[0.13095238095238096]
[nan],[0.18233618233618235],[0.49999999999999994],[0.8877551020408162],[0.9500000000000001],[0.11904761904761904]
[nan],[0.20797720797720798],[0.5025510204081632],[0.846938775510204],[0.019444444444444445],[0.16666666666666666]
[nan],[0.23931623931623933],[0.5025510204081632],[0.7857142857142857],[0.08055555555555556],[0.10714285714285714]
[nan],[0.25925925925925924],[0.385204081632653],[0.8061224489795917],[0.030555555555555558],[0.16666666666666666]
[nan],[0.2621082621082621],[0.5331632653061223],[0.8061224489795917],[0.02777777777777778],[0.11904761904761904]
[nan],[0.2535612535612536],[0.5331632653061223],[0.8265306122448979],[0.9527777777777778],[0.15476190476190477]
[nan],[0.25925925925925924],[0.5331632653061223],[0.8163265306122448],[0.8027777777777778],[0.13095238095238096]
[nan],[0.2535612535612536],[0.5331632653061223],[0.8265306122448979],[0.8555555555555556],[0.13095238095238096]
[nan],[0.2336182336182336],[0.5408163265306122],[0.8877551020408162],[0.7861111111111111],[0.16666666666666666]
[nan],[0.2250712250712251],[0.520408163265306],[0.8571428571428571],[0.8722222222222222],[0.15476190476190477]
[nan],[0.2222222222222222],[0.48469387755102034],[0.7857142857142857],[0.9111111111111111],[0.20238095238095236]
[nan],[0.21937321937321938],[0.49999999999999994],[0.8163265306122448],[0.875],[0.16666666666666666]
[nan],[0.21937321937321938],[0.471938775510204],[0.7551020408163265],[0.9333333333333333],[0.23809523809523808]
[nan],[0.21937321937321938],[0.4591836734693877],[0.7244897959183673],[0.9638888888888889],[0.21428571428571427]
[nan],[0.22792022792022792],[0.4591836734693877],[0.7142857142857142],[0.9805555555555556],[0.20238095238095236]
[0.26386687797147385],[0.21937321937321938],[0.4821428571428571],[0.7755102040816326],[0.9694444444444444],[0.17857142857142855]
[0.2606973058637084],[0.20797720797720798],[0.4948979591836734],[0.8265306122448979],[0.9611111111111111],[0.30952380952380953]
[0.1537242472266244],[0.18518518518518517],[0.49999999999999994],[0.8877551020408162],[0.9722222222222222],[0.2619047619047619]
[0.1410459587955626],[0.18233618233618235],[0.49999999999999994],[0.8877551020408162],[0.08055555555555556],[0.14285714285714285]
[0.14976228209191758],[0.1794871794871795],[0.5025510204081632],[0.9081632653061223],[0.9833333333333334],[0.11904761904761904]
[0.12995245641838352],[0.1794871794871795],[0.5076530612244897],[0.9183673469387754],[0.9388888888888889],[0.10714285714285714]
[0.20681458003169573],[0.18518518518518517],[0.49999999999999994],[0.8877551020408162],[0.016666666666666666],[0.13095238095238096]
[0.3343898573692552],[0.1908831908831909],[0.49999999999999994],[0.8775510204081632],[0.011111111111111112],[0.13095238095238096]
[0.4754358161648178],[0.21082621082621084],[0.520408163265306],[0.8877551020408162],[0.09166666666666667],[0.2738095238095238]
[0.6489698890649763],[0.21082621082621084],[0.5127551020408163],[0.8673469387755102],[0.06944444444444445],[0.21428571428571427]
[0.8003169572107766],[0.24786324786324784],[0.5357142857142857],[0.846938775510204],[0.1638888888888889],[0.5119047619047619]
[0.8668779714738511],[0.25071225071225073],[0.5510204081632653],[0.8775510204081632],[0.15555555555555556],[0.47619047619047616]
[0.7916006339144216],[0.23931623931623933],[0.5739795918367346],[0.9591836734693877],[0.14166666666666666],[0.45238095238095233]
[0.7789223454833598],[0.245014245014245],[0.5816326530612245],[0.9591836734693877],[0.16111111111111112],[0.369047619047619]
[0.7305863708399366],[0.24786324786324784],[0.5739795918367346],[0.9387755102040816],[0.17500000000000002],[0.46428571428571425]
[0.667987321711569],[0.25071225071225073],[0.548469387755102],[0.8673469387755102],[0.16944444444444445],[0.7142857142857142]
[0.6331220285261491],[0.2535612535612536],[0.5255102040816326],[0.8061224489795917],[0.16666666666666669],[0.5595238095238095]
[0.5182250396196514],[0.245014245014245],[0.5255102040816326],[0.8265306122448979],[0.16944444444444445],[0.5714285714285714]
[0.46592709984152136],[0.23931623931623933],[0.5153061224489796],[0.8163265306122448],[0.1527777777777778],[0.38095238095238093]
[0.4548335974643423],[0.245014245014245],[0.5153061224489796],[0.8061224489795917],[0.17500000000000002],[0.6785714285714286]
[0.45721077654516645],[0.24216524216524216],[0.5255102040816326],[0.8265306122448979],[0.9833333333333334],[0.15476190476190477]
[0.49286846275752777],[0.21937321937321938],[0.548469387755102],[0.9285714285714285],[0.9777777777777779],[0.16666666666666666]
[0.4516640253565769],[0.23076923076923075],[0.548469387755102],[0.9081632653061223],[0.09166666666666667],[0.30952380952380953]
[0.3407290015847861],[0.2364672364672365],[0.5408163265306122],[0.8775510204081632],[0.9722222222222222],[0.17857142857142855]
[0.32488114104595883],[0.23931623931623933],[0.5331632653061223],[0.8571428571428571],[0.9750000000000001],[0.14285714285714285]
[0.21236133122028528],[0.2364672364672365],[0.5357142857142857],[0.8673469387755102],[0.05],[0.20238095238095236]
[0.21156893819334394],[0.22792022792022792],[0.548469387755102],[0.9183673469387754],[0.04166666666666667],[0.15476190476190477]
[0.1774960380348653],[0.245014245014245],[0.5408163265306122],[0.8571428571428571],[0.10555555555555556],[0.25]
[0.14104595879556261],[0.245014245014245],[0.5510204081632653],[0.8877551020408162],[0.9055555555555556],[0.22619047619047616]
[0.1671949286846276],[0.2336182336182336],[0.5714285714285714],[0.9591836734693877],[0.8444444444444444],[0.09523809523809523]
[0.17432646592709986],[0.2336182336182336],[0.5663265306122448],[0.9489795918367346],[0.7055555555555556],[0.11904761904761904]
[0.2630744849445325],[0.2364672364672365],[0.548469387755102],[0.8979591836734693],[0.9027777777777778],[0.23809523809523808]
[0.3011093502377179],[0.2336182336182336],[0.5561224489795917],[0.9183673469387754],[0.8861111111111112],[0.20238095238095236]
[0.49049128367670364],[0.2222222222222222],[0.5510204081632653],[0.9387755102040816],[0.8472222222222222],[0.08333333333333333]
[0.7012678288431062],[0.245014245014245],[0.5561224489795917],[0.8979591836734693],[0.7944444444444445],[0.16666666666666666]
[0.8518225039619651],[0.2678062678062678],[0.5561224489795917],[0.846938775510204],[0.8055555555555556],[0.19047619047619047]
[0.8304278922345485],[0.29629629629629634],[0.5714285714285714],[0.8265306122448979],[0.8222222222222223],[0.11904761904761904]
[0.7606973058637084],[0.3190883190883191],[0.5357142857142857],[0.7142857142857142],[0.9777777777777779],[0.10714285714285714]
[0.7210776545166403],[0.3190883190883191],[0.5637755102040816],[0.7653061224489796],[0.7166666666666667],[0.08333333333333333]
[0.6996830427892234],[0.3333333333333333],[0.5637755102040816],[0.7448979591836734],[0.9750000000000001],[0.13095238095238096]
[0.6442155309033281],[0.3532763532763533],[0.5561224489795917],[0.6938775510204082],[0.17222222222222222],[0.20238095238095236]
[0.5515055467511886],[0.32193732193732194],[0.5637755102040816],[0.7653061224489796],[0.18333333333333335],[0.2976190476190476]
[0.44690966719492875],[0.29629629629629634],[0.5663265306122448],[0.8163265306122448],[0.058333333333333334],[0.13095238095238096]
[0.4786053882725832],[0.2678062678062678],[0.5663265306122448],[0.8775510204081632],[0.9944444444444445],[0.14285714285714285]
[0.45800316957210774],[0.24786324786324784],[0.5637755102040816],[0.9081632653061223],[0.8027777777777778],[0.13095238095238096]
[0.48890649762282096],[0.22792022792022792],[0.5357142857142857],[0.8877551020408162],[0.85],[0.08333333333333333]
[0.4643423137876386],[0.1965811965811966],[0.5076530612244897],[0.8877551020408162],[0.8777777777777778],[0.10714285714285714]
[0.4033280507131538],[0.16524216524216523],[0.48979591836734687],[0.9081632653061223],[0.7972222222222223],[0.09523809523809523]
[0.4049128367670365],[0.15384615384615385],[0.47704081632653056],[0.8979591836734693],[0.8666666666666667],[0.20238095238095236]
[0.45958795562599053],[0.1339031339031339],[0.46173469387755095],[0.9081632653061223],[0.9361111111111111],[0.15476190476190477]
[0.24643423137876388],[0.1168091168091168],[0.4438775510204081],[0.8979591836734693],[0.9083333333333333],[0.14285714285714285]
[0.3740095087163233],[0.1225071225071225],[0.4540816326530612],[0.9081632653061223],[0.005555555555555556],[0.10714285714285714]
[0.45958795562599053],[0.1566951566951567],[0.46173469387755095],[0.8571428571428571],[0.9638888888888889],[0.16666666666666666]
[0.1798732171156894],[0.17663817663817666],[0.4540816326530612],[0.7959183673469387],[0.011111111111111112],[0.16666666666666666]
[0.196513470681458],[0.18803418803418803],[0.4591836734693877],[0.7857142857142857],[0.030555555555555558],[0.22619047619047616]
[0.222662440570523],[0.19943019943019943],[0.4540816326530612],[0.7551020408163265],[0.09722222222222222],[0.25]
[0.28288431061806657],[0.1965811965811966],[0.49999999999999994],[0.8673469387755102],[0.23611111111111113],[0.15476190476190477]
[0.4144215530903328],[0.17378917378917377],[0.5076530612244897],[0.9285714285714285],[0.5916666666666667],[0.14285714285714285]
[0.6323296354992076],[0.18518518518518517],[0.5331632653061223],[0.9693877551020408],[0.036111111111111115],[0.16666666666666666]
[0.7947702060221871],[0.21082621082621084],[0.548469387755102],[0.9489795918367346],[0.03888888888888889],[0.13095238095238096]
[0.8486529318541997],[0.23931623931623933],[0.5408163265306122],[0.8673469387755102],[0.036111111111111115],[0.11904761904761904]
[0.7496038034865293],[0.29059829059829057],[0.5153061224489796],[0.7244897959183673],[0.08055555555555556],[0.17857142857142855]
[0.7028526148969889],[0.33903133903133903],[0.520408163265306],[0.6530612244897959],[0.9777777777777779],[0.08333333333333333]
[0.6846275752773376],[0.3561253561253561],[0.5025510204081632],[0.6020408163265306],[0.4138888888888889],[0.14285714285714285]
[0.6370839936608559],[0.3333333333333333],[0.5153061224489796],[0.6530612244897959],[0.4777777777777778],[0.15476190476190477]
[0.5253565768621236],[0.31054131054131057],[0.5255102040816326],[0.7040816326530611],[0.49444444444444446],[0.13095238095238096]
[0.46354992076069734],[0.28205128205128205],[0.5357142857142857],[0.7755102040816326],[0.7388888888888889],[0.09523809523809523]
[0.4833597464342314],[0.2364672364672365],[0.5076530612244897],[0.8061224489795917],[0.9583333333333334],[0.22619047619047616]
[0.5039619651347068],[0.21652421652421652],[0.4948979591836734],[0.8163265306122448],[0.9333333333333333],[0.16666666666666666]
[0.5293185419968305],[0.20797720797720798],[0.49999999999999994],[0.836734693877551],[0.925],[0.15476190476190477]
[0.5023771790808241],[0.20227920227920226],[0.48979591836734687],[0.8265306122448979],[0.02777777777777778],[0.14285714285714285]
[0.3906497622820919],[0.17094017094017094],[0.48469387755102034],[0.8877551020408162],[0.8333333333333334],[0.07142857142857142]
[0.3629160063391442],[0.150997150997151],[0.471938775510204],[0.8979591836734693],[0.8194444444444445],[0.05952380952380952]
[0.3082408874801902],[0.1339031339031339],[0.4668367346938775],[0.9183673469387754],[0.925],[0.09523809523809523]
[0.4445324881141046],[0.10826210826210826],[0.4540816326530612],[0.9387755102040816],[0.8194444444444445],[0.10714285714285714]
[0.43423137876386686],[0.10541310541310542],[0.4438775510204081],[0.9285714285714285],[0.7944444444444445],[0.09523809523809523]
[0.26386687797147385],[0.10256410256410257],[0.43877551020408156],[0.9183673469387754],[0.8583333333333334],[0.10714285714285714]
[0.35023771790808245],[0.09401709401709402],[0.43877551020408156],[0.9387755102040816],[0.8527777777777779],[0.09523809523809523]
[0.2797147385103011],[0.07407407407407408],[0.423469387755102],[0.9387755102040816],[0.8305555555555556],[0.07142857142857142]
[0.4405705229793978],[0.07122507122507123],[0.423469387755102],[0.9489795918367346],[0.85],[0.15476190476190477]
[0.5903328050713154],[0.08547008547008547],[0.4438775510204081],[0.9693877551020408],[0.8305555555555556],[0.08333333333333333]
[0.7297939778129953],[0.1111111111111111],[0.4438775510204081],[0.9081632653061223],[0.8333333333333334],[0.10714285714285714]
[0.8858954041204439],[0.15954415954415954],[0.4591836734693877],[0.846938775510204],[0.8361111111111111],[0.13095238095238096]
[0.9675118858954042],[0.2678062678062678],[0.5025510204081632],[0.7346938775510203],[0.788888888888889],[0.13095238095238096]
[0.8763866877971473],[0.33903133903133903],[0.5025510204081632],[0.6224489795918366],[0.7305555555555556],[0.17857142857142855]
[0.783676703645008],[0.3532763532763533],[0.471938775510204],[0.5510204081632653],[0.4916666666666667],[0.25]
[0.7963549920760697],[0.36182336182336183],[0.49999999999999994],[0.5816326530612245],[0.37777777777777777],[0.30952380952380953]
[0.7606973058637084],[0.36752136752136755],[0.5025510204081632],[0.5816326530612245],[0.3611111111111111],[0.20238095238095236]
[0.7258320126782885],[0.3333333333333333],[0.49999999999999994],[0.6224489795918366],[0.35833333333333334],[0.2857142857142857]
[0.6085578446909669],[0.31054131054131057],[0.5025510204081632],[0.6632653061224489],[0.32222222222222224],[0.2619047619047619]
[0.5594294770206022],[0.29059829059829057],[0.5076530612244897],[0.7040816326530611],[0.31666666666666665],[0.14285714285714285]
[0.5768621236133123],[0.27920227920227925],[0.5076530612244897],[0.7244897959183673],[0.33333333333333337],[0.09523809523809523]
[0.5903328050713154],[0.27635327635327633],[0.520408163265306],[0.7551020408163265],[0.10555555555555556],[0.047619047619047616]
[0.5887480190174327],[0.2564102564102564],[0.520408163265306],[0.7959183673469387],[0.7138888888888889],[0.09523809523809523]
[0.5538827258320127],[0.2222222222222222],[0.5025510204081632],[0.8163265306122448],[0.8611111111111112],[0.14285714285714285]
[0.3906497622820919],[0.19943019943019943],[0.385204081632653],[0.7448979591836734],[0.7722222222222223],[0.13095238095238096]
[0.3423137876386688],[0.17378917378917377],[0.4285714285714285],[0.7448979591836734],[0.8055555555555556],[0.16666666666666666]
[0.24484944532488115],[0.15954415954415954],[0.385204081632653],[0.6836734693877551],[0.7916666666666667],[0.17857142857142855]
[0.22662440570522982],[0.1282051282051282],[0.35459183673469385],[0.673469387755102],[0.7944444444444445],[0.15476190476190477]
[0.3700475435816165],[0.10826210826210826],[0.34183673469387754],[0.6836734693877551],[0.7833333333333333],[0.17857142857142855]
[0.1798732171156894],[0.07977207977207977],[0.3290816326530612],[0.7040816326530611],[0.7944444444444445],[0.10714285714285714]
[0.2091917591125198],[0.08262108262108261],[0.3086734693877551],[0.6632653061224489],[0.8333333333333334],[0.14285714285714285]
[nan],[0.05982905982905983],[0.31632653061224486],[0.7142857142857142],[0.8638888888888889],[0.14285714285714285]
[nan],[0.05128205128205129],[0.3086734693877551],[0.7244897959183673],[0.8222222222222223],[0.11904761904761904]
[nan],[0.03133903133903134],[0.3086734693877551],[0.7551020408163265],[0.8472222222222222],[0.13095238095238096]
[nan],[0.045584045584045586],[0.3086734693877551],[0.7346938775510203],[0.7611111111111112],[0.15476190476190477]
[nan],[0.13960113960113962],[0.31632653061224486],[0.5918367346938775],[0.8416666666666667],[0.19047619047619047]
[nan],[0.24216524216524216],[0.31632653061224486],[0.4591836734693877],[0.6055555555555556],[0.11904761904761904]
[nan],[0.3532763532763533],[0.2551020408163265],[0.29591836734693877],[0.6777777777777778],[0.10714285714285714]
[nan],[0.37037037037037035],[0.3290816326530612],[0.3571428571428571],[0.4222222222222222],[0.23809523809523808]
[nan],[0.37037037037037035],[0.2857142857142857],[0.31632653061224486],[0.36388888888888893],[0.22619047619047616]
[nan],[0.3931623931623932],[0.2627551020408163],[0.2755102040816326],[0.16944444444444445],[0.19047619047619047]
[nan],[0.38461538461538464],[0.35459183673469385],[0.36734693877551017],[0.075],[0.2738095238095238]
[nan],[0.35042735042735046],[0.385204081632653],[0.4387755102040816],[0.08888888888888889],[0.21428571428571427]
[nan],[0.30484330484330485],[0.4183673469387755],[0.5306122448979591],[0.02777777777777778],[0.15476190476190477]
[nan],[0.22792022792022792],[0.3086734693877551],[0.4693877551020408],[0.8361111111111111],[0.13095238095238096]
[nan],[0.1908831908831909],[0.385204081632653],[0.4591836734693877],[0.7555555555555555],[0.15476190476190477]
[nan],[0.1566951566951567],[0.2933673469387755],[0.5306122448979591],[0.8527777777777779],[0.07142857142857142]
[nan],[0.16524216524216523],[0.2704081632653061],[0.4897959183673469],[0.8138888888888889],[0.16666666666666666]
[nan],[0.14245014245014245],[0.2857142857142857],[0.5408163265306122],[0.8194444444444445],[0.08333333333333333]
[0.38589540412044376],[0.09971509971509972],[0.3086734693877551],[0.6326530612244897],[0.8388888888888889],[0.07142857142857142]
[0.3621236133122029],[0.07692307692307693],[0.31632653061224486],[0.6938775510204082],[0.875],[0.11904761904761904]
[0.2519809825673534],[0.06837606837606837],[0.30102040816326525],[0.673469387755102],[0.8083333333333333],[0.14285714285714285]
[0.23454833597464345],[0.06837606837606837],[0.2933673469387755],[0.6632653061224489],[0.8388888888888889],[0.14285714285714285]
[0.24881141045958796],[0.05982905982905983],[0.30102040816326525],[0.6836734693877551],[0.9305555555555556],[0.10714285714285714]
[0.19572107765451663],[0.045584045584045586],[0.2933673469387755],[0.7040816326530611],[0.85],[0.14285714285714285]
[0.2725832012678289],[0.03703703703703704],[0.3086734693877551],[0.7448979591836734],[0.8638888888888889],[0.09523809523809523]
[0.46038034865293187],[0.034188034188034185],[0.2933673469387755],[0.7244897959183673],[0.8444444444444444],[0.14285714285714285]
[0.5752773375594294],[0.034188034188034185],[0.2933673469387755],[0.7142857142857142],[0.8138888888888889],[0.11904761904761904]
[0.7321711568938194],[0.06552706552706553],[0.30102040816326525],[0.6836734693877551],[0.8472222222222222],[0.14285714285714285]
[0.8613312202852614],[0.14529914529914528],[0.3596938775510204],[0.6632653061224489],[0.8333333333333334],[0.09523809523809523]
[0.9112519809825674],[0.27920227920227925],[0.39030612244897955],[0.520408163265306],[0.9],[0.13095238095238096]
[0.8763866877971473],[0.3561253561253561],[0.471938775510204],[0.5510204081632653],[0.6694444444444445],[0.08333333333333333]
[0.8042789223454834],[0.40740740740740744],[0.48469387755102034],[0.5102040816326531],[0.4361111111111111],[0.17857142857142855]
[0.768621236133122],[0.41595441595441596],[0.4948979591836734],[0.5102040816326531],[0.375],[0.23809523809523808]
[0.7408874801901744],[0.396011396011396],[0.5127551020408163],[0.5612244897959183],[0.3611111111111111],[0.2976190476190476]
[0.7194928684627576],[0.3903133903133903],[0.5153061224489796],[0.5714285714285714],[0.3472222222222222],[0.21428571428571427]
[0.635499207606973],[0.3532763532763533],[0.520408163265306],[0.6326530612244897],[0.35833333333333334],[0.17857142857142855]
[0.5594294770206022],[0.32193732193732194],[0.5408163265306122],[0.7142857142857142],[0.3388888888888889],[0.11904761904761904]
[0.5879556259904913],[0.26495726495726496],[0.520408163265306],[0.7755102040816326],[0.075],[0.09523809523809523]
[0.6085578446909669],[0.2250712250712251],[0.520408163265306],[0.8571428571428571],[0.9638888888888889],[0.14285714285714285]
[0.6656101426307449],[0.18803418803418803],[0.48469387755102034],[0.846938775510204],[0.7861111111111111],[0.11904761904761904]
[0.598256735340729],[0.16524216524216523],[0.471938775510204],[0.8673469387755102],[0.888888888888889],[0.09523809523809523]
[0.41125198098256743],[0.15384615384615385],[0.4591836734693877],[0.8571428571428571],[0.8388888888888889],[0.10714285714285714]
[0.3724247226624406],[0.13105413105413105],[0.44897959183673464],[0.8775510204081632],[0.8611111111111112],[0.09523809523809523]
[0.2646592709984152],[0.10541310541310542],[0.4183673469387755],[0.8571428571428571],[0.9055555555555556],[0.03571428571428571]
[0.24643423137876388],[0.09401709401709402],[0.4005102040816326],[0.846938775510204],[0.9027777777777778],[0.14285714285714285]
[0.26862123613312205],[0.08262108262108261],[0.4005102040816326],[0.8673469387755102],[0.8944444444444445],[0.09523809523809523]
[0.1988906497622821],[0.07692307692307693],[0.3954081632653061],[0.8673469387755102],[0.8611111111111112],[0.09523809523809523]
[0.2091917591125198],[0.05982905982905983],[0.37755102040816324],[0.8571428571428571],[0.8138888888888889],[0.11904761904761904]
[0.2670364500792393],[0.07407407407407408],[0.3596938775510204],[0.7857142857142857],[0.8444444444444444],[0.11904761904761904]
[0.4421553090332805],[0.08831908831908833],[0.35459183673469385],[0.7448979591836734],[0.8222222222222223],[0.14285714285714285]
[0.6148969889064976],[0.09116809116809117],[0.3494897959183673],[0.7346938775510203],[0.8111111111111111],[0.15476190476190477]
[0.7781299524564185],[0.07692307692307693],[0.35459183673469385],[0.7755102040816326],[0.9083333333333333],[0.14285714285714285]
[0.8597464342313788],[0.19943019943019943],[0.37755102040816324],[0.6122448979591836],[0.875],[0.10714285714285714]
[0.9025356576862125],[0.33048433048433046],[0.4005102040816326],[0.47959183673469385],[0.002777777777777778],[0.13095238095238096]
[0.8478605388272583],[0.3789173789173789],[0.39030612244897955],[0.4183673469387755],[0.4138888888888889],[0.05952380952380952]
[0.7971473851030111],[0.4188034188034188],[0.4591836734693877],[0.4591836734693877],[0.36388888888888893],[0.16666666666666666]
[0.7781299524564185],[0.4273504273504274],[0.4591836734693877],[0.44897959183673464],[0.3805555555555556],[0.22619047619047616]
[0.757527733755943],[0.42450142450142453],[0.48469387755102034],[0.4897959183673469],[0.3194444444444445],[0.21428571428571427]
[0.720285261489699],[0.37606837606837606],[0.5153061224489796],[0.5918367346938775],[0.3805555555555556],[0.11904761904761904]
[0.5887480190174328],[0.3361823361823362],[0.5255102040816326],[0.6632653061224489],[0.41111111111111115],[0.13095238095238096]
[0.5499207606973059],[0.28774928774928776],[0.5153061224489796],[0.7244897959183673],[0.08055555555555556],[0.03571428571428571]
[0.5950871632329635],[0.2364672364672365],[0.5076530612244897],[0.8061224489795917],[0.8361111111111111],[0.09523809523809523]
[0.6410459587955627],[0.20227920227920226],[0.49999999999999994],[0.846938775510204],[0.8527777777777779],[0.07142857142857142]
[0.6648177496038036],[0.18233618233618235],[0.48469387755102034],[0.8571428571428571],[0.9194444444444445],[0.11904761904761904]
[0.5625990491283677],[0.16524216524216523],[0.4821428571428571],[0.8877551020408162],[0.9611111111111111],[0.16666666666666666]
[0.41521394611727425],[0.14814814814814817],[0.46173469387755095],[0.8775510204081632],[0.16111111111111112],[0.09523809523809523]
[0.36687797147385104],[0.13105413105413105],[0.44897959183673464],[0.8775510204081632],[0.9722222222222222],[0.14285714285714285]
[0.2757527733755943],[0.11396011396011396],[0.43367346938775503],[0.8775510204081632],[0.8916666666666667],[0.11904761904761904]
[0.22900158478605387],[0.09971509971509972],[0.423469387755102],[0.8877551020408162],[0.9777777777777779],[0.16666666666666666]
[0.222662440570523],[0.08831908831908833],[0.41326530612244894],[0.8877551020408162],[0.7611111111111112],[0.10714285714285714]
[0.24009508716323297],[0.07407407407407408],[0.37755102040816324],[0.836734693877551],[0.875],[0.10714285714285714]
[0.2115689381933439],[0.06552706552706553],[0.3724489795918367],[0.836734693877551],[0.8555555555555556],[0.09523809523809523]
[nan],[0.07407407407407408],[0.3954081632653061],[0.8673469387755102],[0.8222222222222223],[0.13095238095238096]
[nan],[0.09971509971509972],[0.385204081632653],[0.8265306122448979],[0.8166666666666667],[0.15476190476190477]
[nan],[0.1111111111111111],[0.3954081632653061],[0.7959183673469387],[0.8722222222222222],[0.13095238095238096]
[nan],[0.08262108262108261],[0.4005102040816326],[0.8673469387755102],[0.8472222222222222],[0.07142857142857142]
[nan],[0.18233618233618235],[0.43367346938775503],[0.7448979591836734],[0.8611111111111112],[0.16666666666666666]
[nan],[0.3247863247863248],[0.43877551020408156],[0.5408163265306122],[0.8],[0.11904761904761904]
[nan],[0.41595441595441596],[0.43877551020408156],[0.4387755102040816],[0.49722222222222223],[0.11904761904761904]
[nan],[0.4843304843304843],[0.43367346938775503],[0.36734693877551017],[0.38333333333333336],[0.16666666666666666]
[nan],[0.47863247863247865],[0.4081632653061224],[0.3469387755102041],[0.39722222222222225],[0.20238095238095236]
[nan],[0.4871794871794872],[0.43367346938775503],[0.36734693877551017],[0.19166666666666668],[0.2619047619047619]
[nan],[0.45868945868945876],[0.48979591836734687],[0.4591836734693877],[0.25277777777777777],[0.22619047619047616]
[nan],[0.39886039886039887],[0.5153061224489796],[0.5612244897959183],[0.23333333333333334],[0.10714285714285714]
[nan],[0.3561253561253561],[0.5255102040816326],[0.6326530612244897],[0.18055555555555555],[0.22619047619047616]
[nan],[0.29914529914529914],[0.5280612244897959],[0.7346938775510203],[0.925],[0.11904761904761904]
[nan],[0.2678062678062678],[0.5280612244897959],[0.7857142857142857],[0.8972222222222223],[0.15476190476190477]
