Values,Temperature,Dew_Point,Humidity,Wind_Bearing,Wind_Speed
6011.002004273504,16.5,2.9,40.0,302.0,4.0
4465.0257405172415,15.5,3.0,43.0,251.0,1.6
4817.1659,15.2,3.9,47.0,272.0,2.2
4078.759456896552,14.6,3.8,48.0,277.0,2.6
3786.6031247863248,13.6,3.4,50.0,275.0,1.6
5157.49082118644,14.1,2.9,47.0,278.0,2.5
8328.584023728814,13.9,3.0,48.0,278.0,2.0
11605.396837606837,14.7,3.4,47.0,282.0,3.6
13893.590739495798,16.5,3.6,42.0,280.0,3.9
14071.861898305084,18.3,3.8,38.0,288.0,3.2
12726.857915254237,20.5,3.6,33.0,264.0,3.7
11720.235682203389,21.3,2.5,29.0,303.0,4.7
10676.247398305084,22.0,2.1,27.0,303.0,5.2
9639.168012711865,23.1,1.9,25.0,282.0,4.0
8788.167361864407,24.3,1.3,22.0,273.0,4.2
8251.212790677966,24.1,1.7,23.0,275.0,3.6
8277.84233898305,23.4,1.7,24.0,275.0,2.6
8328.092541525424,22.2,2.3,27.0,264.0,2.2
8221.614063559322,20.4,1.7,29.0,300.0,1.8
8259.11425,19.3,2.7,33.0,326.0,1.6
7019.436972033898,17.8,2.9,37.0,286.0,1.0
6101.536352991453,16.2,3.6,43.0,259.0,0.7
5821.245097478992,15.0,3.8,47.0,262.0,1.2
4868.199587288136,15.5,3.9,46.0,291.0,1.1
4122.206962711864,14.4,4.1,50.0,305.0,1.3
3525.7895103448277,14.3,3.9,50.0,305.0,1.8
3452.67585,14.4,4.1,50.0,308.0,2.1
3539.660146153846,14.3,3.8,49.0,282.0,1.1
3448.102766666667,14.1,3.6,49.0,300.0,1.2
4008.8103127118648,12.9,3.6,53.0,303.0,1.5
6615.395195762711,12.8,3.4,53.0,302.0,1.4
10621.103988135592,14.2,4.1,51.0,273.0,1.2
13156.50193277311,18.1,4.6,41.0,218.0,2.2
13716.855762711864,21.3,4.8,34.0,251.0,2.8
12380.80461016949,22.6,3.6,29.0,257.0,2.9
10607.431593220339,24.2,2.9,25.0,225.0,2.9
9552.345556779663,24.3,3.0,25.0,216.0,3.4
9081.774322033898,24.8,7.8,34.0,186.0,4.4
7843.374276271186,26.4,4.8,25.0,230.0,2.4
7496.643768644068,26.2,5.1,26.0,236.0,3.0
8260.836519491526,23.8,7.4,35.0,308.0,2.7
8467.452675423729,23.3,7.8,37.0,313.0,4.9
9005.874018644068,22.3,6.8,37.0,306.0,5.0
8672.702541525423,21.9,8.0,41.0,293.0,3.0
7266.135361016949,21.2,8.1,43.0,327.0,2.7
5820.580685470085,20.6,8.0,44.0,298.0,3.0
4875.302772268908,20.2,7.6,44.0,286.0,2.5
4272.91661025641,19.8,7.1,44.0,290.0,3.7
4131.425816521739,18.9,7.3,47.0,301.0,2.4
4093.8455689655175,18.8,7.0,46.0,327.0,2.0
4821.710191304348,18.8,7.0,46.0,287.0,2.2
4945.574169230768,19.3,6.7,44.0,303.0,2.4
5795.943340677966,19.3,5.3,40.0,321.0,2.1
8852.197901694915,17.9,6.4,47.0,328.0,1.0
11855.56148305085,17.9,6.4,47.0,343.0,1.4
13317.268855932205,18.5,5.6,43.0,25.0,2.5
14970.836663865546,19.5,5.9,41.0,334.0,2.1
14109.509177966103,22.2,4.6,32.0,323.0,4.0
12136.832122881357,23.3,5.6,32.0,299.0,3.2
10702.236271186439,24.3,5.1,29.0,284.0,3.1
12035.04575,25.5,3.9,25.0,259.0,2.4
11797.406402542372,26.4,3.6,23.0,277.0,2.9
10734.165330508475,26.4,2.3,21.0,318.0,3.6
9607.621988983052,25.7,2.3,22.0,304.0,3.5
8972.554961016947,23.4,9.8,42.0,62.0,3.4
9141.535183898306,21.6,10.2,48.0,74.0,3.6
9726.463559322034,20.4,10.5,53.0,79.0,1.4
10081.089605932202,19.6,10.3,55.0,110.0,1.1
7643.426857627118,18.5,10.0,58.0,320.0,1.0
5964.090268376069,17.3,9.4,60.0,345.0,0.9
4624.262728571429,16.6,9.0,61.0,6.0,1.3
5309.353733898305,15.8,9.0,64.0,298.0,0.8
4830.899911016949,15.2,8.3,63.0,294.0,1.1
4086.0530271929824,14.8,6.1,56.0,282.0,1.6
4890.415399115044,14.8,4.8,51.0,290.0,1.3
6041.678469827586,14.9,3.9,48.0,286.0,1.5
6636.564123728814,14.8,3.6,47.0,281.0,1.5
9600.656783898306,15.0,3.2,45.0,289.0,1.2
11454.963605932202,15.6,3.4,44.0,257.0,1.5
12910.428372881355,16.6,4.3,44.0,265.0,1.3
13573.296319327732,20.7,5.1,36.0,282.0,1.7
12668.100788135593,24.1,5.0,29.0,208.0,1.6
11531.704088983051,26.2,5.1,26.0,250.0,2.2
10487.719758474575,27.7,6.4,26.0,244.0,2.1
11128.437461864407,29.1,6.4,24.0,232.0,3.2
10605.096677966103,28.9,11.0,33.0,165.0,3.6
10227.881699152542,27.9,11.9,37.0,166.0,3.6
10034.504201694914,27.8,10.0,33.0,172.0,3.5
9916.099129661015,26.6,11.9,40.0,162.0,2.2
10107.659800847458,24.7,13.3,49.0,120.0,1.8
9735.234843220338,22.9,12.2,51.0,96.0,1.6
9808.483008474577,21.3,13.0,59.0,28.0,1.8
7927.532177966102,20.4,13.6,65.0,15.0,1.5
6160.697882051282,19.5,12.0,62.0,263.0,0.5
5209.224301680672,18.7,11.2,62.0,302.0,0.3
5089.5628572649575,17.8,9.9,60.0,279.0,1.1
4625.950882758621,17.4,10.3,63.0,249.0,0.8
4116.402786324787,16.9,10.0,64.0,323.0,1.0
4515.507052586207,16.6,10.0,65.0,284.0,1.0
5577.181061538462,16.6,10.0,65.0,325.0,1.2
5610.932361016949,16.2,9.8,66.0,334.0,0.7
9927.699936440678,15.9,10.0,68.0,287.0,1.2
11288.19633898305,15.9,10.2,69.0,336.0,0.9
12226.745754237289,17.2,11.2,68.0,318.0,0.7
13470.638420168068,20.7,11.9,57.0,315.0,0.6
12699.012084745762,26.6,11.9,40.0,186.0,1.1
11193.264415254236,29.2,12.2,35.0,189.0,2.2
11417.235256410255,30.3,12.6,34.0,172.0,2.9
11108.90947457627,30.4,12.3,33.0,145.0,3.5
11670.031949152542,27.1,14.1,45.0,75.0,4.1
9899.667466101695,27.7,13.9,43.0,157.0,2.8
9033.060143220338,28.0,13.9,42.0,135.0,1.5
9660.778024576271,26.2,15.3,51.0,134.0,1.9
10542.29684322034,25.0,13.6,49.0,147.0,1.1
10929.132283898305,23.4,14.1,56.0,27.0,1.4
11104.696131355931,22.2,13.9,59.0,357.0,1.4
8117.591073728814,20.9,12.1,57.0,285.0,0.9
6551.57757008547,20.5,11.7,57.0,308.0,1.4
4825.713754621849,19.8,11.3,58.0,347.0,1.5
4391.279181896552,19.0,11.1,60.0,327.0,1.1
3892.4732358974356,18.1,10.6,62.0,312.0,1.0
3653.558710344828,19.4,9.8,54.0,33.0,2.8
4075.3278785714283,19.5,10.5,56.0,35.0,1.5
4889.0614372881355,18.4,10.5,60.0,9.0,1.0
6110.037472033898,17.9,10.8,63.0,5.0,1.5
9679.463588983052,17.7,10.5,63.0,5.0,1.5
12312.279334745763,17.6,10.8,64.0,355.0,1.5
13623.665881355932,19.0,12.5,66.0,23.0,1.7
13535.43831932773,22.1,15.2,65.0,45.0,1.3
12902.216686440677,23.9,17.6,68.0,65.0,3.8
11253.582508474576,23.9,17.9,69.0,98.0,2.4
10758.599326271187,24.8,17.5,64.0,105.0,3.0
10824.316118644067,24.9,17.9,65.0,107.0,2.7
10872.850957627119,26.9,18.2,59.0,130.0,2.8
9960.13575,26.8,18.1,59.0,150.0,3.4
8907.988805932204,25.5,17.5,61.0,139.0,3.2
8986.665086440678,24.3,17.8,67.0,115.0,2.2
9147.455453389832,22.9,17.8,73.0,75.0,2.4
9995.179275423729,21.8,18.4,81.0,80.0,1.8
9938.754758474577,21.4,18.6,84.0,66.0,1.4
8651.456116949154,21.4,18.4,83.0,62.0,1.4
7714.657867521368,21.1,18.5,85.0,95.0,0.9
6178.794394117647,20.3,17.9,86.0,325.0,0.6
4817.412879487179,19.5,17.3,87.0,315.0,0.3
4353.5691415929205,18.9,17.1,89.0,283.0,0.7
4314.835916101695,18.4,16.7,90.0,292.0,0.7
5450.226164655172,18.4,16.2,87.0,257.0,0.5
5059.113273504274,17.1,14.5,85.0,304.0,0.8
4992.074162711864,16.5,14.1,86.0,295.0,0.9
5583.45152118644,16.0,13.9,87.0,289.0,0.9
7666.778027966102,15.7,13.4,86.0,290.0,0.8
11335.823898305085,16.3,13.8,85.0,285.0,0.7
13150.613941176469,19.8,15.0,74.0,334.0,0.5
12755.374449152543,23.4,15.2,60.0,130.0,1.0
10851.721330508475,24.3,16.3,61.0,124.0,1.6
10537.939652542373,25.1,16.8,60.0,170.0,2.4
9721.022440677967,24.5,16.7,62.0,126.0,2.9
9034.333966949154,24.7,16.6,61.0,131.0,2.8
8251.816779661018,25.0,16.7,60.0,142.0,2.9
7247.6881694915255,23.8,17.1,66.0,119.0,2.4
7375.055342372882,23.2,17.0,68.0,148.0,2.0
7837.948861864406,22.1,17.5,75.0,133.0,1.5
8230.01736440678,21.5,16.9,75.0,184.0,1.2
8030.471079661017,21.0,17.1,78.0,234.0,1.0
7004.720606779661,20.3,17.3,83.0,275.0,0.8
6002.080151282051,19.7,16.6,82.0,318.0,0.2
5410.642314285714,19.2,16.6,85.0,351.0,0.5
4771.59849661017,18.7,16.0,84.0,336.0,1.0
5572.334422033899,18.3,15.5,84.0,303.0,0.7
5413.611949557522,17.9,15.5,86.0,323.0,0.7
4050.36603125,17.3,14.9,86.0,307.0,0.3
4353.798156521739,17.7,15.3,86.0,345.0,1.0
3762.2566367521367,18.3,15.3,83.0,303.0,0.6
4987.392806837607,17.7,14.4,81.0,303.0,0.7
7658.209412711865,17.2,14.6,85.0,325.0,0.8
11435.337205084745,17.8,14.9,83.0,310.0,0.9
13289.647554621848,18.9,15.5,81.0,325.0,0.9
13147.837898305084,20.2,16.0,77.0,320.0,0.7
11618.73043220339,22.1,16.6,71.0,282.0,0.8
9822.68443559322,23.0,15.6,63.0,210.0,0.8
9486.493611864405,24.1,15.1,57.0,156.0,1.3
9473.750494067795,24.7,15.3,56.0,152.0,2.0
8185.810313675213,25.1,15.7,56.0,147.0,2.6
7712.3697999999995,25.3,15.6,55.0,161.0,2.5
7530.937427118644,23.8,16.0,62.0,139.0,2.2
8543.318693220339,22.0,16.0,69.0,138.0,2.2
8611.490249152543,21.4,16.1,72.0,164.0,0.7
7991.844175423728,20.9,15.9,73.0,11.0,0.2
7591.130120338982,20.2,16.5,79.0,298.0,0.7
6515.299134188034,19.9,16.3,80.0,247.0,1.0
6143.242890756303,19.0,15.1,78.0,281.0,0.8
5084.614666101696,18.5,14.8,79.0,288.0,0.7
4111.807459130435,18.1,14.8,81.0,298.0,0.8
3706.964682051282,17.9,14.8,82.0,10.0,1.1
3898.8969191304345,17.8,14.5,81.0,358.0,0.7
5286.236089655172,17.6,14.7,83.0,282.0,0.5
4312.780433050848,18.1,15.0,82.0,133.0,0.5
5063.884490677967,18.0,14.1,78.0,109.0,0.6
7303.946259322033,18.0,14.3,79.0,282.0,0.7
9020.220502542374,17.3,12.4,73.0,5.0,2.5
11786.901327731091,17.0,12.5,75.0,45.0,1.5
11678.945465811967,16.7,12.8,78.0,8.0,2.1
11167.212855932205,19.7,14.3,71.0,252.0,0.8
9831.534055555556,21.8,12.1,54.0,136.0,3.5
9345.763330508475,21.6,11.0,51.0,112.0,3.1
8973.656054237288,21.9,10.0,47.0,138.0,2.9
7654.039473728813,21.9,10.4,48.0,123.0,3.2
6978.031703389831,21.6,10.2,48.0,136.0,3.4
7306.430822881356,20.6,9.8,50.0,118.0,2.5
7805.512170338983,19.5,9.7,53.0,136.0,2.0
7496.717738135593,18.5,9.0,54.0,123.0,1.5
7783.655416101695,17.3,9.2,59.0,66.0,0.3
6888.526838983051,16.2,9.6,65.0,291.0,0.8
5916.216633333333,15.1,9.9,71.0,285.0,1.2
5212.304474789917,14.5,9.6,72.0,289.0,1.4
4883.628311965812,13.6,9.3,75.0,273.0,0.9
4160.501497435897,13.2,8.1,71.0,285.0,1.2
4104.929846491228,12.7,6.7,67.0,277.0,0.7
4954.036044347826,13.8,3.0,48.0,318.0,2.7
4876.311929059829,14.6,1.9,42.0,333.0,3.2
4034.139157627119,14.1,1.7,43.0,336.0,1.4
4180.523708474576,13.6,1.5,44.0,344.0,3.0
7393.348977118644,13.5,1.7,45.0,323.0,1.3
11012.36620338983,13.8,2.3,46.0,309.0,2.0
13792.41174789916,16.9,2.1,37.0,329.0,2.0
14112.466169491525,19.9,1.9,30.0,17.0,1.4
11952.320970338982,21.0,1.3,27.0,26.0,1.4
11392.399233050848,20.9,3.0,31.0,132.0,3.3
10546.901012711864,22.0,4.1,31.0,156.0,2.9
9186.056624576271,22.0,5.0,33.0,179.0,3.7
8430.236518644067,21.9,5.8,35.0,149.0,3.1
7430.3390949152545,21.5,5.8,36.0,142.0,2.9
8110.210993220339,20.0,7.4,44.0,156.0,2.9
8763.102581355932,18.6,6.7,46.0,158.0,2.0
9230.828661016949,17.5,7.0,50.0,156.0,1.3
9210.905563559321,16.1,6.8,54.0,246.0,0.8
7267.086594915254,15.0,6.8,58.0,283.0,0.7
5884.838563247863,14.1,6.7,61.0,294.0,1.0
4760.449069747899,13.4,6.7,64.0,303.0,0.7
5953.453147457628,13.0,6.8,66.0,311.0,0.6
4496.2972568965515,12.2,6.7,69.0,284.0,0.8
4400.814088495575,11.9,6.5,70.0,297.0,1.1
4747.864799137931,11.6,6.1,69.0,272.0,1.3
5571.252755555555,11.7,5.1,64.0,262.0,1.2
6318.205105932204,12.5,3.8,55.0,269.0,2.0
9507.820170338984,12.9,3.6,53.0,287.0,0.9
11499.908699152544,13.6,3.4,50.0,278.0,1.4
13545.237983050847,14.0,3.8,50.0,254.0,0.9
14685.499857142857,18.3,5.8,44.0,279.0,1.4
14152.7201779661,23.5,5.8,32.0,266.0,1.5
12768.050050847458,25.3,5.9,29.0,183.0,2.4
12235.048987288137,26.6,6.1,27.0,174.0,3.1
11935.006241525425,27.6,6.4,26.0,60.0,2.0
10941.007855932203,28.9,6.2,24.0,275.0,2.3
9682.28779661017,27.7,11.2,36.0,160.0,3.2
8708.339157627119,26.1,9.4,35.0,182.0,4.1
8766.232588135594,24.7,8.7,36.0,188.0,3.9
8916.324806779661,23.5,7.6,36.0,204.0,2.4
9624.505872881356,22.3,6.8,37.0,225.0,1.8
9697.236860169493,21.2,6.7,39.0,338.0,0.7
7590.621549152543,19.2,9.0,52.0,340.0,1.1
6092.994001694916,17.8,8.4,54.0,332.0,0.6
6098.523569747899,16.6,6.7,52.0,301.0,1.1
4417.730827586207,15.9,7.1,56.0,279.0,0.6
4028.298247413793,15.7,6.4,54.0,280.0,1.2
3492.3591852173913,15.6,6.1,53.0,298.0,1.0
3965.2211826086955,14.8,6.4,57.0,206.0,1.0
6463.633250434783,14.5,6.4,58.0,287.0,1.1
6671.9957735042735,14.1,6.7,61.0,314.0,0.8
10891.220790677966,14.3,6.4,59.0,318.0,0.7
12713.070991525425,15.1,6.7,57.0,291.0,0.8
14066.03572881356,17.3,6.8,50.0,307.0,2.1
16062.245865546218,21.2,7.0,40.0,285.0,1.7
16919.00524576271,22.0,6.7,37.0,288.0,2.9
15616.335262711864,22.4,6.5,36.0,299.0,2.4
14997.783855932204,21.9,13.8,60.0,75.0,4.6
14930.75104237288,20.6,13.1,62.0,76.0,5.4
14614.828169491524,20.9,12.8,60.0,77.0,5.8
13296.93793220339,19.8,12.3,62.0,78.0,4.8
12938.092999999999,20.0,12.2,61.0,84.0,4.1
13010.376245762713,19.5,12.0,62.0,75.0,3.1
13642.527872881357,18.3,11.6,65.0,113.0,2.2
14293.257457627118,17.8,11.3,66.0,69.0,1.7
14316.495966101695,16.7,11.2,70.0,1.0,1.1
11836.090216101697,15.6,11.0,74.0,294.0,0.8
9514.497606837607,14.6,10.4,76.0,284.0,1.3
8224.373153781513,14.2,10.4,78.0,286.0,1.2
7990.88309661017,13.7,10.3,80.0,309.0,1.3
7427.495729310344,13.3,8.1,71.0,328.0,0.8
7317.959378448276,12.2,5.0,61.0,319.0,1.2
7664.786014529915,12.4,1.9,49.0,329.0,2.1
8907.047988983051,12.0,1.9,50.0,332.0,0.6
10815.928440677966,14.9,1.5,40.0,328.0,1.9
14025.141101694915,12.3,1.3,47.0,222.0,1.3
16844.22259322034,11.4,1.3,50.0,286.0,1.5
17793.887177966102,12.7,1.3,46.0,304.0,1.7
18138.786571428573,16.6,1.9,37.0,283.0,2.1
17718.908881355932,20.0,0.4,27.0,247.0,2.0
14332.39424576271,21.2,-0.3,24.0,230.0,1.7
12700.519622881357,22.5,-1.0,21.0,297.0,3.4
11359.794258474576,23.1,-1.7,19.0,293.0,3.4
10909.725572033898,24.3,-1.4,18.0,284.0,3.8
10046.34981101695,24.9,-2.7,16.0,288.0,3.7
9075.779594915253,24.5,5.3,29.0,338.0,2.6
8987.911307627119,20.4,9.0,48.0,59.0,4.3
9288.8132220339,18.9,8.8,52.0,78.0,4.8
9936.090669491525,18.1,8.7,54.0,64.0,3.2
9688.23943220339,17.3,7.3,52.0,38.0,2.5
7840.509992372881,16.0,5.9,51.0,2.0,1.5
6303.877768644067,14.4,6.2,58.0,333.0,0.8
6674.760416806723,13.6,6.2,61.0,344.0,1.7
5763.26595338983,13.1,3.8,53.0,342.0,1.2
5960.259329059829,12.3,2.5,51.0,314.0,0.7
5602.7118273504275,12.7,1.9,48.0,279.0,0.8
5090.706005982906,13.2,1.3,44.0,316.0,1.9
5244.636334745763,12.0,1.3,48.0,319.0,1.1
6522.338359322034,12.3,1.1,46.0,293.0,1.2
9895.971755084745,11.6,1.3,49.0,297.0,0.9
11995.750381355932,11.2,1.1,50.0,273.0,2.1
13929.244999999999,12.5,0.6,44.0,305.0,2.1
15793.098025210084,15.8,0.4,35.0,293.0,2.4
15278.397084745762,19.1,-1.4,25.0,289.0,2.2
12374.912322033899,20.9,-2.2,21.0,269.0,2.4
11425.307059322035,21.3,-3.3,19.0,218.0,2.2
10977.227737288134,21.8,6.8,38.0,171.0,3.4
10887.936326271185,20.8,7.7,43.0,134.0,3.3
10244.658983050847,20.4,8.1,45.0,132.0,3.0
9341.95799237288,20.4,8.7,47.0,139.0,2.7
9021.325483050847,19.1,8.4,50.0,141.0,2.1
8933.653538135593,18.0,8.5,54.0,127.0,1.5
9884.889406779661,16.8,9.7,63.0,116.0,0.5
10139.281973728814,15.9,9.0,64.0,31.0,1.2
8690.645190677966,14.9,8.7,66.0,1.0,1.1
7082.856911965812,14.0,8.1,68.0,340.0,1.3
5309.409557142857,13.0,8.1,72.0,8.0,1.2
4964.503811965812,12.4,7.7,73.0,320.0,0.9
5793.848508474576,11.8,6.8,72.0,298.0,0.9
4082.4181025862067,11.3,6.4,72.0,318.0,0.8
3906.9376144067796,10.8,6.1,73.0,288.0,0.7
4424.227801694915,10.5,4.6,67.0,300.0,1.0
3782.3202644067796,10.4,5.1,70.0,301.0,1.2
5069.8233720338985,9.8,3.9,67.0,301.0,1.2
7918.087924576271,10.0,3.8,65.0,307.0,1.3
12262.775343220339,10.2,3.0,61.0,298.0,1.4
14439.658294117648,14.2,2.7,46.0,306.0,1.0
13624.715330508474,19.3,1.7,31.0,275.0,0.3
12395.432940677967,21.6,2.9,29.0,175.0,2.1
11315.253889830508,22.6,2.1,26.0,169.0,2.9
11046.13743220339,23.2,1.5,24.0,150.0,3.8
10511.670974576271,22.8,7.0,36.0,140.0,4.0
9129.563050847457,22.4,12.1,52.0,136.0,3.1
8534.576777118644,20.7,13.7,64.0,145.0,2.8
9201.77605762712,19.7,14.3,71.0,138.0,2.5
9216.52372881356,18.9,14.6,76.0,139.0,2.1
9383.00609322034,18.2,14.7,80.0,52.0,1.1
8953.776498305084,17.1,13.7,80.0,28.0,1.6
7239.8218211864405,16.4,12.3,77.0,36.0,1.9
6430.666352542373,15.1,11.3,78.0,341.0,1.0
5907.406888235294,14.0,10.8,81.0,306.0,0.6
4548.9608957627115,13.2,10.4,83.0,313.0,0.5
3630.2602050847454,12.8,9.8,82.0,287.0,0.9
3066.4883279661017,12.6,9.0,79.0,296.0,1.2
2926.5744897435898,12.2,7.7,74.0,303.0,0.9
4649.143770338983,11.2,7.0,75.0,291.0,0.7
3018.2719423728813,10.5,6.4,76.0,315.0,1.2
3873.750597457627,10.7,6.1,73.0,338.0,1.7
6442.40220338983,10.2,5.1,71.0,319.0,1.1
10108.935499152542,10.6,5.1,69.0,318.0,1.1
12736.233201680672,15.2,10.2,72.0,354.0,0.9
13330.935533898304,20.2,13.2,64.0,65.0,1.8
11657.942512711865,21.2,14.3,65.0,86.0,2.7
10539.202110169492,22.2,14.3,61.0,143.0,2.1
10248.865161016949,22.5,14.6,61.0,139.0,2.4
9595.649683050848,22.4,14.5,61.0,131.0,2.6
8205.750901694915,22.3,14.9,63.0,123.0,1.9
7535.155444067796,21.7,14.8,65.0,146.0,2.8
8504.416061864407,20.5,14.6,69.0,136.0,2.1
9428.474651694916,19.2,14.9,76.0,140.0,1.6
10426.51272881356,18.4,14.7,79.0,66.0,1.0
10013.196449152543,17.6,14.3,81.0,24.0,1.3
7513.7535127118645,16.5,13.6,83.0,354.0,1.4
6042.880604273504,16.0,13.5,85.0,17.0,1.3
4766.3453831932775,15.1,12.7,86.0,351.0,1.6
4036.3634050847454,14.3,12.0,86.0,320.0,1.1
3398.8022658119658,13.3,10.6,84.0,302.0,0.8
3312.3114410256408,12.6,10.2,85.0,315.0,1.0
4373.65222051282,12.0,9.9,87.0,305.0,0.7
5498.3286584745765,11.7,9.8,88.0,336.0,1.3
6036.254576271187,11.6,9.6,87.0,303.0,1.1
9083.902655084747,11.5,9.6,88.0,304.0,1.1
11700.203262711866,11.6,9.7,88.0,310.0,1.4
14431.830203389829,12.1,10.3,89.0,329.0,1.3
15514.724260504201,15.9,12.2,79.0,336.0,0.9
14461.903525423728,20.7,13.0,61.0,50.0,1.8
13458.595076271187,21.7,13.1,58.0,85.0,2.2
12810.97156779661,22.6,11.7,50.0,108.0,2.8
11423.83788559322,22.8,12.4,52.0,69.0,2.1
11001.818491525422,23.3,13.2,53.0,141.0,2.0
10385.953762711864,23.2,13.4,54.0,105.0,2.5
9166.098283050847,22.5,13.9,58.0,92.0,2.4
9085.63799576271,21.5,13.9,62.0,126.0,1.3
9606.030567796612,20.2,14.1,68.0,66.0,1.7
9931.702301694915,19.2,13.9,71.0,59.0,1.2
9849.854956410256,18.2,13.7,75.0,9.0,0.9
7867.2618474576275,17.2,13.0,76.0,19.0,1.4
6049.191171794872,16.4,12.5,78.0,355.0,1.3
4892.917762184874,15.7,12.2,80.0,343.0,1.4
5626.459756779661,15.5,12.2,81.0,9.0,1.8
7169.507811016949,14.9,12.0,83.0,336.0,1.2
5609.3407508620685,14.3,12.0,86.0,318.0,0.9
5674.776995762712,14.0,11.9,87.0,325.0,1.1
5363.6536898305085,14.2,12.1,87.0,358.0,1.2
6170.937312711865,13.9,12.1,89.0,345.0,1.3
9612.87196779661,13.3,11.6,89.0,346.0,1.4
11724.609338983051,13.0,10.2,83.0,344.0,1.5
13832.725220338982,13.0,9.4,79.0,349.0,1.1
13903.303058823529,16.5,9.4,63.0,346.0,1.1
14274.456584745763,21.1,16.0,73.0,74.0,2.3
12184.06538559322,22.8,16.4,67.0,89.0,2.7
11419.720953389831,22.7,16.7,69.0,92.0,3.6
11585.395389830508,23.4,16.9,67.0,118.0,2.6
11065.038703389831,23.0,17.0,69.0,77.0,3.5
9885.937610169492,22.6,17.5,73.0,71.0,3.2
8814.3416720339,21.8,18.0,79.0,71.0,3.0
9001.325744915255,21.1,18.3,84.0,68.0,2.8
9541.897889830509,20.7,18.2,86.0,60.0,2.3
9899.891127118644,19.6,17.5,88.0,26.0,1.9
11200.63066101695,19.0,17.0,88.0,73.0,1.0
8946.788846610169,18.8,17.3,91.0,19.0,1.5
7473.967152136752,18.2,16.1,88.0,29.0,3.0
5367.00048487395,17.5,15.0,85.0,307.0,0.7
4495.072681355932,17.7,12.1,70.0,68.0,1.5
4136.288542241379,18.7,12.2,66.0,16.0,1.6
4008.9716906779663,18.5,11.6,64.0,357.0,1.3
4651.955369565218,19.7,11.4,59.0,34.0,2.3
4470.011872033899,19.7,13.4,67.0,29.0,1.4
6261.403141525424,18.6,13.1,70.0,312.0,1.1
10274.939083050847,18.4,11.9,66.0,338.0,1.3
12079.460733050848,18.1,12.5,70.0,235.0,0.5
13134.810881355932,18.1,12.5,70.0,269.0,0.7
13807.90249579832,18.7,12.6,68.0,282.0,0.5
13810.303466101694,23.3,12.6,51.0,198.0,0.9
11966.81725,25.0,14.1,51.0,178.0,2.5
11441.024317796611,26.5,13.6,45.0,193.0,1.8
11430.42588559322,25.2,15.5,55.0,163.0,3.1
11458.499855932203,26.1,16.4,55.0,161.0,2.6
9975.8655,24.8,17.3,63.0,166.0,4.0
9529.466941525423,24.2,17.2,65.0,161.0,2.4
10138.198427966101,22.9,16.6,68.0,161.0,1.6
10337.361648305085,22.4,16.2,68.0,74.0,0.6
10717.28226694915,21.8,16.3,71.0,37.0,1.8
9720.866033898305,21.2,16.1,73.0,89.0,0.9
8176.63898220339,20.5,16.9,80.0,65.0,1.4
6115.250204273504,20.1,17.1,83.0,15.0,1.3
5041.676649579832,19.5,16.1,81.0,343.0,0.7
4887.045423728813,19.2,16.0,82.0,62.0,0.7
4537.159520338983,19.2,14.0,72.0,56.0,1.7
4038.0267743589743,18.8,14.2,75.0,325.0,0.7
4838.609726271186,18.7,14.6,77.0,348.0,1.0
5171.210306779661,18.6,13.9,74.0,262.0,0.6
6003.7331237288145,18.6,13.7,73.0,285.0,0.9
9286.792551694916,18.6,13.7,73.0,294.0,0.6
11545.073911016949,18.6,13.9,74.0,161.0,0.5
13166.370355932204,18.7,13.6,72.0,30.0,0.1
13112.861243697478,19.5,14.5,73.0,337.0,0.8
12583.840762711865,20.8,14.2,66.0,30.0,1.3
11435.367843220338,21.6,14.7,65.0,354.0,0.9
10972.093889830508,22.1,15.9,68.0,92.0,0.7
11156.883305084746,21.9,17.3,75.0,257.0,0.8
10881.221944915254,21.2,16.8,76.0,262.0,0.6
11080.873881355932,21.0,17.2,79.0,352.0,0.4
10065.949351694915,20.8,17.2,80.0,63.0,1.5
9592.530086440678,20.5,18.6,89.0,75.0,1.4
10229.296288135594,20.3,18.8,91.0,76.0,1.3
9642.580630508475,20.1,18.4,90.0,115.0,0.7
9582.312576271188,19.3,17.3,88.0,104.0,0.9
7814.973364406779,19.2,17.9,92.0,209.0,0.9
6168.28944957265,18.9,17.2,90.0,240.0,0.8
6014.564962711864,18.5,16.6,89.0,215.0,1.3
4264.88369661017,18.0,16.3,90.0,229.0,0.4
3419.834822222222,17.7,16.2,91.0,195.0,1.2
3530.145454237288,17.3,16.0,92.0,341.0,0.8
4447.4465262711865,17.0,15.9,93.0,219.0,0.7
4700.028817948718,16.3,15.0,92.0,279.0,0.7
6238.685130508475,15.6,14.4,93.0,291.0,0.8
9141.205002542372,15.6,14.4,93.0,347.0,0.3
11664.144855932202,15.3,13.2,87.0,301.0,1.1
13605.833262711863,15.7,11.9,78.0,301.0,1.8
14495.841882352941,17.5,11.1,66.0,309.0,2.5
14108.69766101695,20.3,10.2,52.0,288.0,1.9
12207.122686440678,22.5,8.9,42.0,285.0,2.8
10829.162419491524,23.7,9.3,40.0,293.0,2.8
11179.613478813559,24.3,7.4,34.0,264.0,3.9
10831.76291101695,24.9,6.5,31.0,240.0,3.0
9754.905398305085,25.1,6.2,30.0,260.0,1.9
8524.273677118645,25.4,5.6,28.0,271.0,2.5
8453.011430508475,22.4,13.2,56.0,174.0,3.2
